Visit_Id,Person_Id,Place_Id,Entry_Time,Exit_Time
1715,1193,63,2022-11-06T04:53:43,2022-11-06T19:42:21
1716,506,22,2022-11-05T06:14:54,2022-11-05T11:15:23
1717,418,44,2022-11-17T09:35:29,2022-11-17T22:26:59
1718,1336,76,2022-11-11T23:06:49,2022-11-12T15:36:22
1719,1197,21,2022-11-23T21:07:42,2022-11-24T02:14:40
1720,437,5,2022-11-04T01:39:31,2022-11-04T16:29:26
1721,1310,92,2022-11-21T21:01:57,2022-11-22T11:41:29
1722,132,56,2022-11-02T22:03:38,2022-11-03T00:41:24
1723,932,67,2022-11-21T08:18:50,2022-11-22T05:14:00
1724,540,49,2022-11-03T07:05:42,2022-11-03T10:16:11
1725,777,6,2022-11-10T06:16:51,2022-11-10T19:08:29
1726,1170,46,2022-11-10T15:32:57,2022-11-11T07:39:36
1727,1377,46,2022-11-04T22:42:25,2022-11-05T07:29:25
1728,1256,52,2022-11-05T14:53:35,2022-11-05T15:46:53
1729,61,66,2022-11-12T18:13:15,2022-11-12T19:40:09
1730,862,79,2022-11-11T03:40:29,2022-11-12T02:17:54
1731,990,75,2022-11-09T11:25:11,2022-11-10T09:19:08
1732,1228,83,2022-11-11T07:35:59,2022-11-11T19:38:46
1733,508,52,2022-11-21T16:33:42,2022-11-22T14:27:00
1734,700,0,2022-11-23T08:29:37,2022-11-24T04:07:18
1735,671,25,2022-11-22T10:49:08,2022-11-22T23:07:30
1736,1145,80,2022-11-06T02:20:25,2022-11-06T11:13:25
1737,376,58,2022-11-16T02:56:07,2022-11-16T23:02:01
1738,1006,49,2022-11-02T01:20:06,2022-11-02T14:05:01
1739,834,82,2022-11-21T03:45:04,2022-11-21T06:32:37
1740,1268,53,2022-11-23T23:22:33,2022-11-24T13:09:54
1741,174,62,2022-11-06T01:25:39,2022-11-06T18:41:09
1742,84,6,2022-11-04T14:39:53,2022-11-05T10:39:30
1743,1442,66,2022-11-19T08:18:47,2022-11-20T06:45:03
1744,1038,4,2022-11-03T19:04:44,2022-11-04T14:51:56
1745,440,13,2022-11-13T16:16:10,2022-11-13T22:49:17
1746,216,7,2022-11-25T13:43:16,2022-11-25T21:19:20
1747,1439,94,2022-11-21T16:53:20,2022-11-21T22:06:13
1748,1281,77,2022-11-24T09:32:13,2022-11-24T17:52:45
1749,54,89,2022-11-23T08:23:55,2022-11-23T13:10:23
1750,1399,62,2022-10-29T21:08:45,2022-10-29T22:13:21
1751,33,60,2022-11-27T10:10:14,2022-11-28T05:27:00
1752,360,94,2022-11-11T13:00:37,2022-11-12T10:29:51
1753,354,52,2022-11-08T10:37:04,2022-11-08T23:56:04
1754,650,13,2022-11-20T09:49:17,2022-11-20T23:20:18
1755,148,60,2022-11-19T12:52:48,2022-11-20T08:25:20
1756,544,76,2022-11-22T01:27:32,2022-11-22T23:36:07
1757,617,58,2022-11-23T03:03:45,2022-11-23T16:26:50
1758,82,35,2022-11-17T21:08:28,2022-11-17T23:43:40
1759,292,41,2022-11-17T19:54:52,2022-11-18T17:43:56
1760,1055,84,2022-11-18T21:21:24,2022-11-19T17:32:05
1761,1267,71,2022-11-03T16:42:03,2022-11-04T16:05:22
1762,606,99,2022-11-19T11:55:28,2022-11-19T19:27:38
1763,1303,81,2022-11-21T11:37:49,2022-11-22T02:57:09
1764,1096,98,2022-10-29T22:00:50,2022-10-30T10:08:51
1765,280,5,2022-11-27T02:34:59,2022-11-27T20:51:27
1766,830,86,2022-11-01T19:12:02,2022-11-01T19:37:24
1767,570,97,2022-11-11T18:59:11,2022-11-12T08:28:11
1768,298,88,2022-11-20T19:37:36,2022-11-21T11:19:21
1769,892,7,2022-11-03T18:33:32,2022-11-04T09:43:14
1770,724,2,2022-11-08T14:04:37,2022-11-09T09:18:03
1771,561,92,2022-11-01T13:15:54,2022-11-02T12:16:14
1772,410,98,2022-11-07T07:16:11,2022-11-08T03:09:53
1773,1338,3,2022-11-13T19:10:50,2022-11-14T14:09:54
1774,1424,29,2022-11-15T21:54:43,2022-11-16T16:42:40
1775,1416,20,2022-11-14T01:05:26,2022-11-14T04:55:03
1776,162,95,2022-11-19T11:03:09,2022-11-19T21:42:44
1777,138,97,2022-11-10T04:30:52,2022-11-10T08:25:25
1778,1233,12,2022-11-12T12:00:40,2022-11-13T06:41:53
1779,1144,17,2022-11-10T15:27:34,2022-11-11T09:32:42
1780,998,13,2022-11-17T02:39:36,2022-11-17T03:24:38
1781,686,84,2022-11-16T17:34:32,2022-11-16T18:44:01
1782,946,93,2022-11-25T02:03:50,2022-11-25T10:33:12
1783,245,20,2022-11-16T11:30:33,2022-11-16T15:54:31
1784,822,65,2022-10-31T08:29:30,2022-10-31T17:44:35
1785,1117,18,2022-11-14T14:06:17,2022-11-14T21:32:24
1786,1177,34,2022-11-25T12:32:30,2022-11-26T00:40:18
1787,604,31,2022-11-18T17:44:10,2022-11-19T06:29:01
1788,312,81,2022-11-16T17:37:23,2022-11-17T00:18:27
1789,1407,25,2022-11-12T18:24:29,2022-11-13T14:54:21
1790,314,94,2022-11-18T16:16:32,2022-11-19T07:48:26
1791,792,95,2022-11-16T11:23:09,2022-11-17T02:19:25
1792,986,15,2022-11-06T16:48:08,2022-11-07T08:17:00
1793,676,16,2022-11-19T00:58:47,2022-11-19T10:28:24
1794,703,83,2022-11-07T10:25:48,2022-11-07T18:43:42
1795,1344,28,2022-11-08T00:44:02,2022-11-08T22:50:45
1796,928,49,2022-11-04T06:42:30,2022-11-04T22:37:29
1797,986,97,2022-11-03T23:37:11,2022-11-04T05:09:23
1798,1484,3,2022-11-12T08:05:47,2022-11-13T02:50:22
1799,968,23,2022-11-15T10:58:31,2022-11-15T12:55:19
1800,711,15,2022-11-14T03:40:56,2022-11-15T02:27:59
1801,863,95,2022-11-24T03:46:26,2022-11-24T04:19:48
1802,253,90,2022-11-27T16:43:06,2022-11-27T21:51:51
1803,1413,3,2022-11-17T12:26:32,2022-11-17T22:37:06
1804,686,69,2022-11-26T13:09:12,2022-11-26T17:07:54
1805,846,22,2022-11-08T15:48:29,2022-11-09T01:37:11
1806,497,58,2022-11-15T04:34:29,2022-11-16T00:57:13
1807,149,28,2022-11-21T03:51:59,2022-11-21T05:37:58
1808,629,63,2022-11-13T14:58:52,2022-11-14T07:46:13
1809,1336,78,2022-11-10T12:56:26,2022-11-11T02:28:48
1810,390,1,2022-10-29T06:31:56,2022-10-29T14:36:33
1811,84,34,2022-10-29T13:24:30,2022-10-30T11:56:42
1812,879,96,2022-11-13T06:55:37,2022-11-14T00:03:54
1813,166,60,2022-11-19T19:32:52,2022-11-20T13:35:00
1814,254,11,2022-11-20T22:17:37,2022-11-21T18:35:08
1815,1432,8,2022-11-04T02:10:10,2022-11-04T08:23:55
1816,50,85,2022-11-11T14:28:43,2022-11-12T09:35:00
1817,322,54,2022-11-07T01:33:43,2022-11-07T07:37:55
1818,953,83,2022-11-02T14:21:06,2022-11-02T15:27:19
1819,1340,38,2022-11-01T20:54:28,2022-11-02T19:54:23
1820,649,44,2022-10-29T05:14:38,2022-10-29T20:15:14
1821,421,7,2022-11-10T20:40:58,2022-11-10T21:32:23
1822,649,35,2022-11-20T06:52:38,2022-11-20T20:48:03
1823,92,36,2022-10-29T16:40:28,2022-10-30T07:39:52
1824,1202,53,2022-11-13T12:07:58,2022-11-14T02:05:57
1825,323,35,2022-11-17T12:07:14,2022-11-18T11:00:43
1826,812,55,2022-10-31T04:45:04,2022-10-31T19:00:42
1827,24,2,2022-10-30T12:05:22,2022-10-31T01:14:32
1828,838,88,2022-11-10T07:32:49,2022-11-11T06:44:40
1829,414,10,2022-11-23T19:35:05,2022-11-24T02:23:42
1830,764,95,2022-11-15T09:57:55,2022-11-16T02:26:41
1831,1288,70,2022-11-24T17:58:43,2022-11-25T14:36:21
1832,201,61,2022-11-05T12:47:45,2022-11-06T02:23:02
1833,514,96,2022-11-05T23:14:46,2022-11-06T21:14:51
1834,33,3,2022-11-13T10:36:30,2022-11-13T15:13:57
1835,537,81,2022-11-06T06:05:08,2022-11-06T18:06:36
1836,560,80,2022-11-14T20:57:26,2022-11-15T11:46:19
1837,1015,94,2022-11-01T14:22:53,2022-11-02T04:25:23
1838,1070,91,2022-11-23T15:39:20,2022-11-23T17:17:01
1839,253,68,2022-11-13T10:34:53,2022-11-13T21:11:33
1840,472,51,2022-10-31T13:24:01,2022-11-01T09:27:47
1841,497,7,2022-11-05T16:25:36,2022-11-05T18:32:31
1842,727,83,2022-11-11T22:46:54,2022-11-12T17:03:40
1843,13,97,2022-11-21T01:05:27,2022-11-21T07:58:29
1844,347,44,2022-11-21T20:11:38,2022-11-21T21:55:18
1845,1102,9,2022-10-29T22:09:13,2022-10-30T12:33:38
1846,181,6,2022-11-15T04:24:57,2022-11-15T13:29:07
1847,988,87,2022-10-31T15:56:55,2022-10-31T20:10:38
1848,1331,14,2022-11-13T12:36:43,2022-11-13T20:15:59
1849,642,19,2022-11-08T14:41:25,2022-11-09T09:44:22
1850,605,19,2022-11-17T03:15:22,2022-11-17T05:49:55
1851,1008,36,2022-11-17T18:24:44,2022-11-18T10:43:20
1852,196,56,2022-11-16T21:57:47,2022-11-17T04:19:13
1853,633,94,2022-11-04T06:06:07,2022-11-04T22:38:22
1854,214,13,2022-11-02T02:27:54,2022-11-02T11:46:51
1855,367,35,2022-11-19T00:32:41,2022-11-19T05:06:25
1856,1356,22,2022-11-23T20:57:15,2022-11-24T04:16:42
1857,354,13,2022-11-03T09:15:19,2022-11-04T05:52:15
1858,764,1,2022-11-25T09:45:35,2022-11-25T21:46:33
1859,840,58,2022-11-09T01:29:11,2022-11-09T06:05:25
1860,961,96,2022-11-04T21:48:55,2022-11-05T20:42:25
1861,727,0,2022-10-31T08:40:48,2022-11-01T05:08:43
1862,887,11,2022-11-24T08:37:21,2022-11-24T16:38:58
1863,812,89,2022-11-24T00:50:12,2022-11-24T16:26:51
1864,144,18,2022-11-23T11:23:53,2022-11-24T08:44:20
1865,796,8,2022-11-13T02:08:57,2022-11-13T13:46:34
1866,1124,23,2022-11-15T11:50:42,2022-11-16T08:58:22
1867,505,29,2022-11-02T13:51:50,2022-11-03T06:30:40
1868,385,17,2022-11-05T21:28:14,2022-11-06T08:13:19
1869,820,95,2022-11-02T22:41:53,2022-11-03T21:06:04
1870,1413,100,2022-11-13T02:37:33,2022-11-13T16:52:28
1871,1013,79,2022-11-26T01:15:41,2022-11-26T17:55:06
1872,672,50,2022-11-20T14:25:25,2022-11-20T20:13:58
1873,1176,92,2022-10-29T08:47:46,2022-10-29T19:23:40
1874,28,26,2022-11-06T10:26:35,2022-11-06T14:05:41
1875,1394,14,2022-11-18T04:09:59,2022-11-19T00:27:38
1876,308,93,2022-10-31T14:36:47,2022-11-01T07:45:38
1877,207,58,2022-11-19T20:23:45,2022-11-20T14:39:51
1878,1342,22,2022-11-11T22:55:02,2022-11-12T05:48:32
1879,1491,94,2022-11-20T09:10:03,2022-11-20T17:07:39
1880,511,2,2022-11-07T09:32:54,2022-11-08T06:31:04
1881,1056,46,2022-11-14T08:34:24,2022-11-14T18:19:12
1882,672,82,2022-11-05T16:53:04,2022-11-06T00:16:59
1883,491,72,2022-10-29T14:00:32,2022-10-29T19:24:19
1884,555,2,2022-11-09T15:09:19,2022-11-09T18:44:01
1885,951,74,2022-11-26T08:28:56,2022-11-26T13:02:11
1886,258,101,2022-10-31T13:54:01,2022-11-01T05:41:57
1887,368,58,2022-11-24T02:43:19,2022-11-24T10:36:18
1888,681,87,2022-11-13T09:19:30,2022-11-13T16:25:48
1889,968,29,2022-11-16T23:20:12,2022-11-17T11:12:44
1890,212,67,2022-11-10T23:23:22,2022-11-11T07:30:10
1891,879,57,2022-11-24T00:53:32,2022-11-24T07:26:34
1892,888,40,2022-11-13T19:58:13,2022-11-14T09:04:56
1893,1297,95,2022-11-26T01:08:44,2022-11-26T06:16:34
1894,268,91,2022-11-09T06:39:50,2022-11-09T14:24:33
1895,1405,6,2022-11-14T03:47:15,2022-11-14T11:19:27
1896,1365,21,2022-11-17T11:48:32,2022-11-18T05:42:56
1897,1232,89,2022-11-14T23:54:50,2022-11-15T07:39:33
1898,523,11,2022-11-26T01:01:34,2022-11-26T04:43:15
1899,95,34,2022-11-26T08:03:50,2022-11-26T18:43:41
1900,1162,92,2022-11-01T14:05:29,2022-11-01T15:23:01
1901,3,98,2022-11-09T19:01:53,2022-11-10T09:36:29
1902,1447,51,2022-11-25T21:10:30,2022-11-26T14:53:09
1903,516,31,2022-11-19T23:46:02,2022-11-20T14:48:25
1904,625,80,2022-11-14T01:29:31,2022-11-14T22:37:33
1905,1326,86,2022-11-11T12:34:03,2022-11-11T16:04:57
1906,293,75,2022-10-31T09:08:16,2022-10-31T09:14:52
1907,552,8,2022-11-21T21:20:57,2022-11-22T01:46:53
1908,1388,64,2022-11-21T06:22:59,2022-11-21T09:53:57
1909,1283,69,2022-11-20T06:11:23,2022-11-21T00:49:32
1910,398,2,2022-11-14T13:56:26,2022-11-15T01:42:49
1911,224,98,2022-11-01T14:25:10,2022-11-02T05:54:24
1912,79,38,2022-11-03T10:42:31,2022-11-04T01:07:36
1913,402,22,2022-11-05T05:25:36,2022-11-06T03:17:00
1914,936,12,2022-11-04T20:14:26,2022-11-04T22:35:21
1915,765,8,2022-11-21T04:56:54,2022-11-21T19:46:10
1916,1315,32,2022-10-29T11:40:45,2022-10-30T09:24:16
1917,659,40,2022-11-26T12:59:28,2022-11-27T07:22:33
1918,1012,92,2022-11-09T03:08:18,2022-11-09T09:06:00
1919,1391,45,2022-11-06T03:38:27,2022-11-06T18:21:40
1920,779,12,2022-11-04T13:30:21,2022-11-04T23:33:35
1921,1309,5,2022-11-14T22:53:12,2022-11-15T05:13:07
1922,525,82,2022-10-30T00:23:11,2022-10-30T10:09:05
1923,1247,32,2022-11-05T08:12:14,2022-11-05T09:51:17
1924,182,7,2022-10-30T15:23:23,2022-10-30T18:38:40
1925,454,1,2022-10-30T09:00:38,2022-10-30T23:43:32
1926,74,10,2022-11-11T23:12:59,2022-11-12T10:38:09
1927,1116,12,2022-11-13T20:13:03,2022-11-14T01:12:42
1928,398,3,2022-11-22T23:59:17,2022-11-23T00:36:16
1929,1428,101,2022-11-15T03:58:40,2022-11-16T00:36:12
1930,984,66,2022-11-01T16:59:56,2022-11-02T14:08:33
1931,32,71,2022-10-31T19:20:18,2022-11-01T14:42:24
1932,1060,27,2022-10-30T04:34:36,2022-10-30T07:15:36
1933,843,11,2022-11-08T09:52:51,2022-11-08T21:35:58
1934,1210,47,2022-11-19T16:57:40,2022-11-19T23:10:25
1935,760,56,2022-11-09T11:32:45,2022-11-09T20:10:47
1936,871,71,2022-11-25T03:07:27,2022-11-26T02:22:45
1937,89,94,2022-11-09T16:42:15,2022-11-10T04:55:56
1938,534,78,2022-11-16T02:10:27,2022-11-16T15:00:54
1939,565,98,2022-11-17T10:09:25,2022-11-18T01:16:02
1940,1485,9,2022-11-07T05:29:58,2022-11-08T05:01:44
1941,551,8,2022-10-31T02:06:55,2022-10-31T09:41:02
1942,869,2,2022-11-18T13:02:02,2022-11-19T09:10:10
1943,109,74,2022-11-02T06:19:17,2022-11-02T08:05:46
1944,82,85,2022-11-07T18:01:45,2022-11-08T08:31:55
1945,349,85,2022-11-19T08:20:53,2022-11-19T08:30:52
1946,153,22,2022-11-03T23:27:09,2022-11-04T02:47:28
1947,350,39,2022-11-12T15:43:22,2022-11-12T19:52:00
1948,257,87,2022-11-02T19:37:39,2022-11-02T22:15:48
1949,1478,33,2022-11-22T13:53:52,2022-11-23T09:23:27
1950,1332,76,2022-11-09T00:58:37,2022-11-09T17:49:47
1951,1492,58,2022-11-15T06:11:51,2022-11-15T12:28:33
1952,1493,85,2022-11-01T17:42:39,2022-11-02T11:09:27
1953,826,48,2022-11-07T19:44:50,2022-11-08T12:06:59
1954,120,14,2022-11-14T18:03:31,2022-11-15T05:37:05
1955,664,27,2022-11-23T20:59:53,2022-11-23T22:46:55
1956,1194,38,2022-11-03T14:07:24,2022-11-04T12:12:34
1957,1097,7,2022-11-16T07:50:32,2022-11-16T11:16:34
1958,1382,19,2022-11-20T19:41:14,2022-11-21T03:24:34
1959,690,9,2022-11-13T02:24:41,2022-11-13T22:19:58
1960,509,32,2022-11-15T05:17:09,2022-11-15T18:23:19
1961,1460,81,2022-11-05T11:32:13,2022-11-05T11:48:11
1962,576,34,2022-11-11T10:36:38,2022-11-11T20:53:40
1963,493,66,2022-11-09T02:27:24,2022-11-09T11:19:52
1964,298,40,2022-11-23T02:47:32,2022-11-24T02:17:32
1965,31,98,2022-11-14T15:43:19,2022-11-15T06:42:18
1966,262,77,2022-11-03T15:21:37,2022-11-04T13:00:07
1967,1367,56,2022-11-08T09:22:47,2022-11-08T22:19:44
1968,1328,59,2022-11-20T18:39:58,2022-11-21T16:30:23
1969,299,13,2022-11-26T10:21:51,2022-11-27T06:34:33
1970,939,45,2022-11-15T10:17:50,2022-11-15T16:18:38
1971,875,55,2022-11-14T16:39:42,2022-11-15T10:35:57
1972,257,70,2022-11-20T13:30:12,2022-11-20T23:02:56
1973,852,75,2022-10-30T23:09:55,2022-10-31T03:21:30
1974,249,97,2022-11-11T08:54:06,2022-11-12T02:10:07
1975,474,10,2022-11-24T07:15:46,2022-11-24T16:20:55
1976,1069,93,2022-11-19T03:42:44,2022-11-20T02:24:29
1977,1028,26,2022-11-10T11:04:05,2022-11-10T12:23:51
1978,352,3,2022-11-24T07:31:23,2022-11-25T06:09:05
1979,1310,8,2022-10-30T11:48:59,2022-10-31T00:53:14
1980,1106,87,2022-11-03T02:04:36,2022-11-03T21:35:44
1981,87,64,2022-11-27T00:19:18,2022-11-27T11:10:35
1982,1346,62,2022-11-22T08:48:28,2022-11-23T06:44:51
1983,595,13,2022-11-22T21:29:53,2022-11-23T08:35:46
1984,1387,53,2022-11-19T23:51:22,2022-11-20T12:16:55
1985,492,63,2022-11-04T06:49:48,2022-11-05T00:11:57
1986,227,39,2022-11-03T10:01:32,2022-11-03T22:11:57
1987,657,53,2022-11-01T22:16:49,2022-11-02T12:58:45
1988,257,82,2022-11-01T12:38:31,2022-11-02T00:28:13
1989,798,79,2022-10-30T18:29:50,2022-10-31T15:19:39
1990,1025,11,2022-10-29T17:30:52,2022-10-30T13:11:16
1991,1357,73,2022-11-15T15:18:03,2022-11-16T08:18:26
1992,191,99,2022-11-21T02:11:35,2022-11-21T06:19:49
1993,195,12,2022-10-31T15:17:36,2022-10-31T17:27:46
1994,458,74,2022-11-21T10:27:27,2022-11-21T20:35:04
1995,335,56,2022-10-29T14:03:18,2022-10-30T00:19:16
1996,705,34,2022-11-22T20:27:46,2022-11-23T04:41:42
1997,907,47,2022-10-31T08:45:24,2022-11-01T06:48:06
1998,236,52,2022-11-17T23:13:00,2022-11-18T03:45:13
1999,703,91,2022-11-19T15:08:10,2022-11-20T10:10:03
2000,758,97,2022-10-30T16:02:31,2022-10-31T03:23:00
2001,871,35,2022-11-27T16:39:02,2022-11-28T14:58:28
2002,8,79,2022-11-10T17:26:20,2022-11-11T11:55:40
2003,1055,57,2022-11-26T17:14:24,2022-11-26T19:12:21
2004,1280,23,2022-11-18T21:13:58,2022-11-19T17:54:16
2005,485,61,2022-11-26T14:29:47,2022-11-27T03:13:18
2006,373,18,2022-11-26T13:09:13,2022-11-27T10:56:18
2007,676,62,2022-11-27T01:09:21,2022-11-27T04:32:11
2008,1501,54,2022-11-01T03:58:26,2022-11-02T01:15:00
2009,452,49,2022-11-08T07:41:56,2022-11-08T10:20:19
2010,204,97,2022-11-27T18:04:48,2022-11-28T12:06:53
2011,148,58,2022-11-05T05:27:20,2022-11-05T06:03:21
2012,5,101,2022-11-22T18:50:15,2022-11-23T02:22:45
2013,1414,28,2022-11-26T13:59:03,2022-11-26T22:27:41
2014,950,63,2022-11-18T20:21:55,2022-11-18T21:26:14
2015,1260,99,2022-11-17T06:36:32,2022-11-18T05:33:49
2016,885,77,2022-11-16T01:18:38,2022-11-16T16:38:51
2017,75,5,2022-11-25T15:52:01,2022-11-26T01:51:03
2018,1064,76,2022-11-07T03:58:11,2022-11-07T17:03:01
2019,776,57,2022-11-18T14:14:06,2022-11-19T06:53:55
2020,862,35,2022-11-09T19:35:18,2022-11-10T11:49:57
2021,548,57,2022-10-31T20:52:11,2022-11-01T01:40:08
2022,144,27,2022-11-22T23:55:02,2022-11-23T08:01:09
2023,12,47,2022-11-12T06:12:59,2022-11-12T19:17:52
2024,1459,99,2022-11-23T04:05:25,2022-11-23T08:33:18
2025,1096,14,2022-11-25T13:12:27,2022-11-26T12:19:17
2026,716,26,2022-11-09T00:38:06,2022-11-09T18:44:02
2027,101,4,2022-11-04T06:23:12,2022-11-04T16:07:53
2028,1242,34,2022-11-18T20:55:20,2022-11-18T23:47:33
2029,467,49,2022-11-18T18:39:45,2022-11-18T20:17:20
2030,221,84,2022-10-29T02:35:34,2022-10-29T13:38:26
2031,78,2,2022-11-08T13:31:05,2022-11-08T23:52:40
2032,787,82,2022-11-25T01:30:12,2022-11-25T06:50:04
2033,630,59,2022-11-09T06:21:40,2022-11-10T00:26:29
2034,1433,52,2022-11-04T16:28:07,2022-11-05T14:00:00
2035,409,4,2022-11-22T00:19:21,2022-11-22T03:39:47
2036,1423,59,2022-11-04T06:34:19,2022-11-04T08:25:16
2037,902,16,2022-11-24T05:10:43,2022-11-24T15:40:27
2038,219,62,2022-11-14T10:03:18,2022-11-15T02:08:58
2039,553,61,2022-11-27T15:11:09,2022-11-27T15:54:03
2040,1189,69,2022-11-16T20:47:48,2022-11-17T05:57:40
2041,462,44,2022-11-09T02:29:09,2022-11-09T07:17:23
2042,1463,49,2022-11-26T19:07:29,2022-11-27T11:16:07
2043,414,16,2022-11-19T17:21:26,2022-11-19T19:31:53
2044,841,95,2022-11-03T08:12:14,2022-11-03T12:37:06
2045,432,37,2022-11-16T14:57:25,2022-11-17T09:52:57
2046,852,71,2022-10-28T19:28:40,2022-10-29T11:55:04
2047,735,44,2022-11-18T18:18:25,2022-11-19T15:03:46
2048,943,11,2022-11-06T04:38:46,2022-11-06T05:42:35
2049,1002,26,2022-11-25T07:09:34,2022-11-25T23:34:13
2050,1353,45,2022-11-09T23:23:04,2022-11-10T22:38:54
2051,830,69,2022-11-22T03:58:35,2022-11-22T07:05:21
2052,262,98,2022-11-27T05:31:33,2022-11-27T20:15:04
2053,169,84,2022-11-07T11:38:35,2022-11-08T00:15:16
2054,193,34,2022-11-17T05:38:44,2022-11-18T02:45:05
2055,32,64,2022-11-02T06:38:09,2022-11-02T21:09:39
2056,1261,22,2022-11-17T12:59:52,2022-11-18T10:38:21
2057,1305,41,2022-10-30T18:14:48,2022-10-31T05:10:29
2058,1277,17,2022-11-21T14:29:20,2022-11-22T10:44:15
2059,963,56,2022-11-07T05:04:16,2022-11-07T17:51:00
2060,970,57,2022-11-14T12:51:46,2022-11-15T03:21:14
2061,522,4,2022-11-06T22:20:35,2022-11-07T16:21:37
2062,157,40,2022-11-15T12:31:11,2022-11-15T16:24:59
2063,1124,24,2022-11-04T09:48:52,2022-11-04T19:33:32
2064,494,55,2022-11-05T17:22:44,2022-11-05T22:13:04
2065,485,7,2022-11-13T03:44:18,2022-11-13T14:39:56
2066,1271,61,2022-11-11T06:56:33,2022-11-12T05:27:45
2067,1075,0,2022-11-24T00:08:37,2022-11-24T15:05:29
2068,1390,90,2022-11-14T04:12:06,2022-11-14T09:08:29
2069,370,92,2022-11-16T21:56:46,2022-11-17T11:54:58
2070,86,78,2022-11-25T02:16:39,2022-11-25T05:07:47
2071,226,59,2022-11-17T09:33:41,2022-11-17T17:12:01
2072,535,9,2022-11-22T19:40:37,2022-11-23T15:26:14
2073,1405,3,2022-11-15T19:33:21,2022-11-16T16:16:19
2074,33,34,2022-11-03T10:47:03,2022-11-03T12:18:16
2075,1111,94,2022-11-17T14:28:52,2022-11-17T19:18:19
2076,884,14,2022-11-19T00:42:15,2022-11-19T13:40:52
2077,681,30,2022-11-17T11:24:47,2022-11-18T10:15:32
2078,79,73,2022-11-18T01:49:00,2022-11-18T08:21:14
2079,489,80,2022-11-23T06:49:49,2022-11-24T01:16:10
2080,305,50,2022-10-31T03:23:11,2022-10-31T17:45:05
2081,87,77,2022-11-18T23:19:43,2022-11-19T09:59:35
2082,1354,94,2022-11-22T13:19:34,2022-11-23T11:15:07
2083,126,22,2022-11-22T13:17:50,2022-11-23T10:35:36
2084,1336,9,2022-11-24T20:41:23,2022-11-24T23:03:56
2085,119,11,2022-11-10T14:02:20,2022-11-10T15:58:30
2086,625,4,2022-11-12T06:43:46,2022-11-12T20:14:37
2087,1269,80,2022-11-21T21:56:08,2022-11-22T06:35:38
2088,13,35,2022-11-08T17:19:36,2022-11-09T06:11:42
2089,1050,71,2022-11-18T20:08:08,2022-11-18T20:24:00
2090,833,88,2022-11-15T12:21:50,2022-11-15T15:49:27
2091,196,42,2022-11-07T22:50:40,2022-11-08T17:05:46
2092,371,63,2022-11-11T00:05:10,2022-11-11T20:55:48
2093,322,32,2022-11-06T01:40:43,2022-11-06T03:16:39
2094,186,100,2022-10-31T14:44:47,2022-11-01T00:05:07
2095,842,48,2022-11-22T15:38:57,2022-11-23T03:52:34
2096,817,73,2022-11-19T19:49:34,2022-11-20T16:30:45
2097,1342,57,2022-11-10T00:13:11,2022-11-10T13:44:08
2098,1440,40,2022-11-27T16:51:14,2022-11-27T23:30:45
2099,1485,40,2022-11-01T10:29:33,2022-11-02T08:33:20
2100,683,43,2022-11-27T07:20:56,2022-11-27T15:09:40
2101,1438,75,2022-11-17T02:56:45,2022-11-17T09:43:21
2102,1056,51,2022-11-19T08:38:54,2022-11-20T04:04:23
2103,628,41,2022-11-08T07:15:50,2022-11-08T22:51:28
2104,894,52,2022-11-09T23:22:38,2022-11-10T00:09:13
2105,1502,80,2022-11-22T16:40:08,2022-11-23T14:53:58
2106,1077,64,2022-11-06T03:03:31,2022-11-06T06:58:47
2107,830,36,2022-11-26T15:46:40,2022-11-27T12:06:00
2108,904,63,2022-11-18T20:51:02,2022-11-19T10:38:08
2109,495,19,2022-11-24T21:22:37,2022-11-25T09:51:49
2110,740,69,2022-11-08T20:38:45,2022-11-09T14:46:03
2111,1041,70,2022-11-22T17:37:35,2022-11-22T18:30:02
2112,422,79,2022-11-26T23:45:32,2022-11-27T02:58:08
2113,506,45,2022-11-06T07:03:56,2022-11-07T05:54:57
2114,691,51,2022-11-15T06:09:44,2022-11-16T05:21:43
2115,210,83,2022-11-09T16:25:13,2022-11-10T09:20:51
2116,930,80,2022-11-04T00:44:11,2022-11-04T04:50:10
2117,1489,82,2022-11-11T15:34:04,2022-11-11T17:25:57
2118,1072,16,2022-11-23T02:13:49,2022-11-23T10:34:41
2119,1351,62,2022-11-14T17:08:21,2022-11-15T02:17:00
2120,335,38,2022-11-03T13:37:40,2022-11-03T21:27:27
2121,386,86,2022-11-09T19:06:21,2022-11-10T09:28:43
2122,1019,10,2022-11-08T23:21:17,2022-11-09T21:01:07
2123,451,35,2022-11-04T21:18:37,2022-11-05T19:55:10
2124,887,85,2022-11-13T03:15:08,2022-11-13T13:11:21
2125,81,50,2022-11-18T01:16:30,2022-11-18T06:38:38
2126,865,51,2022-11-08T15:29:25,2022-11-09T07:36:53
2127,309,20,2022-11-14T10:43:53,2022-11-15T06:42:31
2128,8,97,2022-11-16T20:34:44,2022-11-17T02:24:13
2129,488,35,2022-11-03T12:11:15,2022-11-03T23:09:45
2130,441,26,2022-11-22T04:22:59,2022-11-22T09:04:14
2131,612,7,2022-11-26T18:27:45,2022-11-27T14:27:45
2132,1015,95,2022-11-22T13:32:14,2022-11-22T16:57:52
2133,878,21,2022-11-12T23:29:19,2022-11-13T17:12:56
